1358442177116, 2013-01-17, 18:02:57:116, [wp_site:SCM Lab; wp_post:1; user:krejcar.zbynek], 95.91.115.12, seek_start: 26.518627166748047   26.26, Mozilla/5.0 (Windows NT 6.2, WOW64) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.52 Safari/537.17
1358692431586, 2013-01-20, 15:33:51:586, [wp_site:SCM Lab; wp_post:1; user:vomelova.martina], 83.208.76.226, seek_start: 260.443469   260.36, Mozilla/5.0 (Windows NT 6.1, rv:13.0) Gecko/20100101 Firefox/13.0.1
1358692432157, 2013-01-20, 15:33:52:157, [wp_site:SCM Lab; wp_post:1; user:vomelova.martina], 83.208.76.226, videos/4_netzwerktheorie_eulertourenHamiltongraphen.webm seek_end: 251.31, Mozilla/5.0 (Windows NT 6.1, rv:13.0) Gecko/20100101 Firefox/13.0.1
1358692470626, 2013-01-20, 15:34:30:626, [wp_site:SCM Lab; wp_post:1; user:richter.loreen], 84.176.69.30, seek_start: 1189.83916   1189.63, Mozilla/5.0 (Windows NT 6.1, rv:17.0) Gecko/20100101 Firefox/17.0
1358692470732, 2013-01-20, 15:34:30:732, [wp_site:SCM Lab; wp_post:1; user:richter.loreen], 84.176.69.30, videos/6_standortplanung_standortentscheidungen.webm seek_end: 1228.48, Mozilla/5.0 (Windows NT 6.1, rv:17.0) Gecko/20100101 Firefox/17.0
1358692472977, 2013-01-20, 15:34:32:977, [wp_site:SCM Lab; wp_post:1; user:richter.loreen], 84.176.69.30, seek_start: 1229   1229, Mozilla/5.0 (Windows NT 6.1, rv:17.0) Gecko/20100101 Firefox/17.0
1358692473097, 2013-01-20, 15:34:33:97, [wp_site:SCM Lab; wp_post:1; user:richter.loreen], 84.176.69.30, videos/6_standortplanung_standortentscheidungen.webm seek_end: 1284.88, Mozilla/5.0 (Windows NT 6.1, rv:17.0) Gecko/20100101 Firefox/17.0
1358692476125, 2013-01-20, 15:34:36:125, [wp_site:SCM Lab; wp_post:1; user:richter.loreen], 84.176.69.30, seek_start: 1285.696303   1285.7, Mozilla/5.0 (Windows NT 6.1, rv:17.0) Gecko/20100101 Firefox/17.0
1358692476266, 2013-01-20, 15:34:36:266, [wp_site:SCM Lab; wp_post:1; user:richter.loreen], 84.176.69.30, videos/6_standortplanung_standortentscheidungen.webm seek_end: 1302.51, Mozilla/5.0 (Windows NT 6.1, rv:17.0) Gecko/20100101 Firefox/17.0
1358692481342, 2013-01-20, 15:34:41:342, [wp_site:SCM Lab; wp_post:1; user:richter.loreen], 84.176.69.30, seek_start: 1305.652131   1305.39, Mozilla/5.0 (Windows NT 6.1, rv:17.0) Gecko/20100101 Firefox/17.0
1358692481488, 2013-01-20, 15:34:41:488, [wp_site:SCM Lab; wp_post:1; user:richter.loreen], 84.176.69.30, videos/6_standortplanung_standortentscheidungen.webm seek_end: 1253.16, Mozilla/5.0 (Windows NT 6.1, rv:17.0) Gecko/20100101 Firefox/17.0
1358692542500, 2013-01-20, 15:35:42:500, [wp_site:SCM Lab; wp_post:1; user:halamova.lucie], 95.91.115.12, [open_popcorn], Mozilla/5.0 (Windows NT 6.0, rv:18.0) Gecko/20100101 Firefox/18.0
1358692546751, 2013-01-20, 15:35:46:751, [wp_site:SCM Lab; wp_post:1; user:richter.loreen], 84.176.69.30, [add_annotation; content:Clustering of Companies; time:1303.724149], Mozilla/5.0 (Windows NT 6.1, rv:17.0) Gecko/20100101 Firefox/17.0
1358692572077, 2013-01-20, 15:36:12:77, [wp_site:SCM Lab; wp_post:1; user:halamova.lucie], 95.91.115.12, [open_popcorn], Mozilla/5.0 (Windows NT 6.0, rv:18.0) Gecko/20100101 Firefox/18.0
1358692575779, 2013-01-20, 15:36:15:779, [wp_site:SCM Lab; wp_post:1; user:richter.loreen], 84.176.69.30, seek_start: 1332.728798   1332.53, Mozilla/5.0 (Windows NT 6.1, rv:17.0) Gecko/20100101 Firefox/17.0
1358692575890, 2013-01-20, 15:36:15:890, [wp_site:SCM Lab; wp_post:1; user:richter.loreen], 84.176.69.30, videos/6_standortplanung_standortentscheidungen.webm seek_end: 1365.96, Mozilla/5.0 (Windows NT 6.1, rv:17.0) Gecko/20100101 Firefox/17.0
1358692577938, 2013-01-20, 15:36:17:938, [wp_site:SCM Lab; wp_post:1; user:richter.loreen], 84.176.69.30, seek_start: 1366   1366, Mozilla/5.0 (Windows NT 6.1, rv:17.0) Gecko/20100101 Firefox/17.0
1358692578078, 2013-01-20, 15:36:18:78, [wp_site:SCM Lab; wp_post:1; user:richter.loreen], 84.176.69.30, videos/6_standortplanung_standortentscheidungen.webm seek_end: 1397.68, Mozilla/5.0 (Windows NT 6.1, rv:17.0) Gecko/20100101 Firefox/17.0
1358692592354, 2013-01-20, 15:36:32:354, [wp_site:SCM Lab; wp_post:1; user:vomelova.martina], 83.208.76.226, seek_start: 401.92   401.68, Mozilla/5.0 (Windows NT 6.1, rv:13.0) Gecko/20100101 Firefox/13.0.1
1358692592502, 2013-01-20, 15:36:32:502, [wp_site:SCM Lab; wp_post:1; user:vomelova.martina], 83.208.76.226, videos/4_netzwerktheorie_eulertourenHamiltongraphen.webm seek_end: 255.45, Mozilla/5.0 (Windows NT 6.1, rv:13.0) Gecko/20100101 Firefox/13.0.1
1358692594161, 2013-01-20, 15:36:34:161, [wp_site:SCM Lab; wp_post:1; user:vomelova.martina], 83.208.76.226, seek_start: 256.522063   256.32, Mozilla/5.0 (Windows NT 6.1, rv:13.0) Gecko/20100101 Firefox/13.0.1
1358692594299, 2013-01-20, 15:36:34:299, [wp_site:SCM Lab; wp_post:1; user:vomelova.martina], 83.208.76.226, videos/4_netzwerktheorie_eulertourenHamiltongraphen.webm seek_end: 241.63, Mozilla/5.0 (Windows NT 6.1, rv:13.0) Gecko/20100101 Firefox/13.0.1
1358692595601, 2013-01-20, 15:36:35:601, [wp_site:SCM Lab; wp_post:1; user:vomelova.martina], 83.208.76.226, seek_start: 242.640136   242.56, Mozilla/5.0 (Windows NT 6.1, rv:13.0) Gecko/20100101 Firefox/13.0.1
1358692595741, 2013-01-20, 15:36:35:741, [wp_site:SCM Lab; wp_post:1; user:vomelova.martina], 83.208.76.226, videos/4_netzwerktheorie_eulertourenHamiltongraphen.webm seek_end: 233.33, Mozilla/5.0 (Windows NT 6.1, rv:13.0) Gecko/20100101 Firefox/13.0.1
1358692596938, 2013-01-20, 15:36:36:938, [wp_site:SCM Lab; wp_post:1; user:vomelova.martina], 83.208.76.226, seek_start: 234.325918   234.28, Mozilla/5.0 (Windows NT 6.1, rv:13.0) Gecko/20100101 Firefox/13.0.1
1358692597043, 2013-01-20, 15:36:37:43, [wp_site:SCM Lab; wp_post:1; user:vomelova.martina], 83.208.76.226, videos/4_netzwerktheorie_eulertourenHamiltongraphen.webm seek_end: 243.01, Mozilla/5.0 (Windows NT 6.1, rv:13.0) Gecko/20100101 Firefox/13.0.1
1358692606696, 2013-01-20, 15:36:46:696, [wp_site:SCM Lab; wp_post:1; user:richter.loreen], 84.176.69.30, [add_annotation; content:Factor-Rating Method; time:1416.250544], Mozilla/5.0 (Windows NT 6.1, rv:17.0) Gecko/20100101 Firefox/17.0
1358692622540, 2013-01-20, 15:37:02:540, [wp_site:SCM Lab; wp_post:1; user:richter.loreen], 84.176.69.30, seek_start: 1420.18619   1420.19, Mozilla/5.0 (Windows NT 6.1, rv:17.0) Gecko/20100101 Firefox/17.0
1358692622686, 2013-01-20, 15:37:02:686, [wp_site:SCM Lab; wp_post:1; user:richter.loreen], 84.176.69.30, videos/6_standortplanung_standortentscheidungen.webm seek_end: 1443.51, Mozilla/5.0 (Windows NT 6.1, rv:17.0) Gecko/20100101 Firefox/17.0
1358692627618, 2013-01-20, 15:37:07:618, [wp_site:SCM Lab; wp_post:1; user:richter.loreen], 84.176.69.30, seek_start: 1445.738321   1445.53, Mozilla/5.0 (Windows NT 6.1, rv:17.0) Gecko/20100101 Firefox/17.0
1358692627751, 2013-01-20, 15:37:07:751, [wp_site:SCM Lab; wp_post:1; user:richter.loreen], 84.176.69.30, videos/6_standortplanung_standortentscheidungen.webm seek_end: 1471.71, Mozilla/5.0 (Windows NT 6.1, rv:17.0) Gecko/20100101 Firefox/17.0
1358692634309, 2013-01-20, 15:37:14:309, [wp_site:SCM Lab; wp_post:1; user:richter.loreen], 84.176.69.30, seek_start: 1475.934512   1475.93, Mozilla/5.0 (Windows NT 6.1, rv:17.0) Gecko/20100101 Firefox/17.0
1358692634433, 2013-01-20, 15:37:14:433, [wp_site:SCM Lab; wp_post:1; user:richter.loreen], 84.176.69.30, videos/6_standortplanung_standortentscheidungen.webm seek_end: 1492.86, Mozilla/5.0 (Windows NT 6.1, rv:17.0) Gecko/20100101 Firefox/17.0
1358692640838, 2013-01-20, 15:37:20:838, [wp_site:SCM Lab; wp_post:1; user:richter.loreen], 84.176.69.30, seek_start: 1496.369251   1496.37, Mozilla/5.0 (Windows NT 6.1, rv:17.0) Gecko/20100101 Firefox/17.0
1358692640954, 2013-01-20, 15:37:20:954, [wp_site:SCM Lab; wp_post:1; user:richter.loreen], 84.176.69.30, videos/6_standortplanung_standortentscheidungen.webm seek_end: 1521.06, Mozilla/5.0 (Windows NT 6.1, rv:17.0) Gecko/20100101 Firefox/17.0
1358692655115, 2013-01-20, 15:37:35:115, [wp_site:SCM Lab; wp_post:1; user:lukschova.veronika], 62.209.197.2, seek_start: 1.0833369493484497   0.92, Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11
1358692655242, 2013-01-20, 15:37:35:242, [wp_site:SCM Lab; wp_post:1; user:lukschova.veronika], 62.209.197.2, videos/0_grundlagen.webm seek_end: 498.85, Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11
1358692657610, 2013-01-20, 15:37:37:610, [wp_site:SCM Lab; wp_post:1; user:lukschova.veronika], 62.209.197.2, seek_start: 3.595212936401367   3.49, Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11
1358692657744, 2013-01-20, 15:37:37:744, [wp_site:SCM Lab; wp_post:1; user:lukschova.veronika], 62.209.197.2, videos/0_grundlagen.webm seek_end: 218.25, Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11
1358692661229, 2013-01-20, 15:37:41:229, [wp_site:SCM Lab; wp_post:1; user:richter.loreen], 84.176.69.30, [add_annotation; content:Factor-Rating Beispiel; time:1529.49356], Mozilla/5.0 (Windows NT 6.1, rv:17.0) Gecko/20100101 Firefox/17.0
1358692668963, 2013-01-20, 15:37:48:963, [wp_site:SCM Lab; wp_post:1; user:richter.loreen], 84.176.69.30, seek_start: 1537.07907   1536.91, Mozilla/5.0 (Windows NT 6.1, rv:17.0) Gecko/20100101 Firefox/17.0
1358692669065, 2013-01-20, 15:37:49:65, [wp_site:SCM Lab; wp_post:1; user:richter.loreen], 84.176.69.30, videos/6_standortplanung_standortentscheidungen.webm seek_end: 1598.61, Mozilla/5.0 (Windows NT 6.1, rv:17.0) Gecko/20100101 Firefox/17.0
1358692669900, 2013-01-20, 15:37:49:900, [wp_site:SCM Lab; wp_post:1; user:lukschova.veronika], 62.209.197.2, seek_start: 139.2576141357422   139.2, Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11
1358692670031, 2013-01-20, 15:37:50:31, [wp_site:SCM Lab; wp_post:1; user:lukschova.veronika], 62.209.197.2, videos/0_grundlagen.webm seek_end: 498.85, Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11
1358692671594, 2013-01-20, 15:37:51:594, [wp_site:SCM Lab; wp_post:1; user:richter.loreen], 84.176.69.30, seek_start: 1599   1599, Mozilla/5.0 (Windows NT 6.1, rv:17.0) Gecko/20100101 Firefox/17.0
1358692671762, 2013-01-20, 15:37:51:762, [wp_site:SCM Lab; wp_post:1; user:richter.loreen], 84.176.69.30, videos/6_standortplanung_standortentscheidungen.webm seek_end: 1647.96, Mozilla/5.0 (Windows NT 6.1, rv:17.0) Gecko/20100101 Firefox/17.0
1358692671321, 2013-01-20, 15:37:51:321, [wp_site:SCM Lab; wp_post:1; user:lukschova.veronika], 62.209.197.2, seek_start: 140.66268920898438   140.43, Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11
1358692671461, 2013-01-20, 15:37:51:461, [wp_site:SCM Lab; wp_post:1; user:lukschova.veronika], 62.209.197.2, videos/0_grundlagen.webm seek_end: 280.6, Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11
1358692673525, 2013-01-20, 15:37:53:525, [wp_site:SCM Lab; wp_post:1; user:richter.loreen], 84.176.69.30, seek_start: 1648   1648, Mozilla/5.0 (Windows NT 6.1, rv:17.0) Gecko/20100101 Firefox/17.0
1358692673591, 2013-01-20, 15:37:53:591, [wp_site:SCM Lab; wp_post:1; user:richter.loreen], 84.176.69.30, videos/6_standortplanung_standortentscheidungen.webm seek_end: 1686.74, Mozilla/5.0 (Windows NT 6.1, rv:17.0) Gecko/20100101 Firefox/17.0
1358692700537, 2013-01-20, 15:38:20:537, [wp_site:SCM Lab; wp_post:1; user:lukschova.veronika], 62.209.197.2, seek_start: 165.7292022705078   164.67, Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11
1358692700676, 2013-01-20, 15:38:20:676, [wp_site:SCM Lab; wp_post:1; user:lukschova.veronika], 62.209.197.2, videos/0_grundlagen.webm seek_end: 511.32, Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11
1358692701389, 2013-01-20, 15:38:21:389, [wp_site:SCM Lab; wp_post:1; user:richter.loreen], 84.176.69.30, [add_annotation; content:Break-Even Analysis; time:1703.447913], Mozilla/5.0 (Windows NT 6.1, rv:17.0) Gecko/20100101 Firefox/17.0
1358692710283, 2013-01-20, 15:38:30:283, [wp_site:SCM Lab; wp_post:1; user:richter.loreen], 84.176.69.30, seek_start: 1703.936689   1703.94, Mozilla/5.0 (Windows NT 6.1, rv:17.0) Gecko/20100101 Firefox/17.0
1358692710412, 2013-01-20, 15:38:30:412, [wp_site:SCM Lab; wp_post:1; user:richter.loreen], 84.176.69.30, videos/6_standortplanung_standortentscheidungen.webm seek_end: 1736.09, Mozilla/5.0 (Windows NT 6.1, rv:17.0) Gecko/20100101 Firefox/17.0
1358692714462, 2013-01-20, 15:38:34:462, [wp_site:SCM Lab; wp_post:1; user:halamova.lucie], 95.91.115.12, [open_popcorn], Mozilla/5.0 (Windows NT 6.0, rv:18.0) Gecko/20100101 Firefox/18.0
1358692717346, 2013-01-20, 15:38:37:346, [wp_site:SCM Lab; wp_post:1; user:otavova.kristyna], 141.46.229.57, seek_start: 258.721269   258.56, Mozilla/5.0 (Windows NT 5.1, rv:16.0) Gecko/20100101 Firefox/16.0
1358692717416, 2013-01-20, 15:38:37:416, [wp_site:SCM Lab; wp_post:1; user:otavova.kristyna], 141.46.229.57, videos/4_netzwerktheorie_eulertourenHamiltongraphen.webm seek_end: 249.58, Mozilla/5.0 (Windows NT 5.1, rv:16.0) Gecko/20100101 Firefox/16.0
1358692722848, 2013-01-20, 15:38:42:848, [wp_site:SCM Lab; wp_post:1; user:otavova.kristyna], 141.46.229.57, [add_annotation; content:Bedingung für Eulersche Graphen; time:251.962267], Mozilla/5.0 (Windows NT 5.1, rv:16.0) Gecko/20100101 Firefox/16.0
1358692726850, 2013-01-20, 15:38:46:850, [wp_site:SCM Lab; wp_post:1; user:vomelova.martina], 83.208.76.226, seek_start: 252.280181   252.28, Mozilla/5.0 (Windows NT 6.1, rv:13.0) Gecko/20100101 Firefox/13.0.1
1358692727244, 2013-01-20, 15:38:47:244, [wp_site:SCM Lab; wp_post:1; user:vomelova.martina], 83.208.76.226, videos/4_netzwerktheorie_eulertourenHamiltongraphen.webm seek_end: 249.92, Mozilla/5.0 (Windows NT 6.1, rv:13.0) Gecko/20100101 Firefox/13.0.1
1358692727571, 2013-01-20, 15:38:47:571, [wp_site:SCM Lab; wp_post:1; user:otavova.kristyna], 141.46.229.57, seek_start: 256.720226   256.52, Mozilla/5.0 (Windows NT 5.1, rv:16.0) Gecko/20100101 Firefox/16.0
1358692727650, 2013-01-20, 15:38:47:650, [wp_site:SCM Lab; wp_post:1; user:otavova.kristyna], 141.46.229.57, videos/4_netzwerktheorie_eulertourenHamiltongraphen.webm seek_end: 308.34, Mozilla/5.0 (Windows NT 5.1, rv:16.0) Gecko/20100101 Firefox/16.0
1358692728392, 2013-01-20, 15:38:48:392, [wp_site:SCM Lab; wp_post:1; user:otavova.kristyna], 141.46.229.57, seek_start: 309   309, Mozilla/5.0 (Windows NT 5.1, rv:16.0) Gecko/20100101 Firefox/16.0
1358692728448, 2013-01-20, 15:38:48:448, [wp_site:SCM Lab; wp_post:1; user:otavova.kristyna], 141.46.229.57, videos/4_netzwerktheorie_eulertourenHamiltongraphen.webm seek_end: 326.32, Mozilla/5.0 (Windows NT 5.1, rv:16.0) Gecko/20100101 Firefox/16.0
1358692729176, 2013-01-20, 15:38:49:176, [wp_site:SCM Lab; wp_post:1; user:otavova.kristyna], 141.46.229.57, seek_start: 327.521179   327.4, Mozilla/5.0 (Windows NT 5.1, rv:16.0) Gecko/20100101 Firefox/16.0
1358692729264, 2013-01-20, 15:38:49:264, [wp_site:SCM Lab; wp_post:1; user:otavova.kristyna], 141.46.229.57, videos/4_netzwerktheorie_eulertourenHamiltongraphen.webm seek_end: 353.97, Mozilla/5.0 (Windows NT 5.1, rv:16.0) Gecko/20100101 Firefox/16.0
1358692730048, 2013-01-20, 15:38:50:48, [wp_site:SCM Lab; wp_post:1; user:otavova.kristyna], 141.46.229.57, seek_start: 354.201904   354.01, Mozilla/5.0 (Windows NT 5.1, rv:16.0) Gecko/20100101 Firefox/16.0
1358692730135, 2013-01-20, 15:38:50:135, [wp_site:SCM Lab; wp_post:1; user:otavova.kristyna], 141.46.229.57, videos/4_netzwerktheorie_eulertourenHamiltongraphen.webm seek_end: 376.79, Mozilla/5.0 (Windows NT 5.1, rv:16.0) Gecko/20100101 Firefox/16.0
1358692732056, 2013-01-20, 15:38:52:56, [wp_site:SCM Lab; wp_post:1; user:richter.loreen], 84.176.69.30, [add_annotation; content:Break-Even Beispiel; time:1744.345124], Mozilla/5.0 (Windows NT 6.1, rv:17.0) Gecko/20100101 Firefox/17.0
1358692746653, 2013-01-20, 15:39:06:653, [wp_site:SCM Lab; wp_post:1; user:richter.loreen], 84.176.69.30, seek_start: 1753.140113   1753.01, Mozilla/5.0 (Windows NT 6.1, rv:17.0) Gecko/20100101 Firefox/17.0
1358692746800, 2013-01-20, 15:39:06:800, [wp_site:SCM Lab; wp_post:1; user:richter.loreen], 84.176.69.30, videos/6_standortplanung_standortentscheidungen.webm seek_end: 1799.54, Mozilla/5.0 (Windows NT 6.1, rv:17.0) Gecko/20100101 Firefox/17.0
1358692748487, 2013-01-20, 15:39:08:487, [wp_site:SCM Lab; wp_post:1; user:richter.loreen], 84.176.69.30, seek_start: 1800   1800, Mozilla/5.0 (Windows NT 6.1, rv:17.0) Gecko/20100101 Firefox/17.0
1358692748529, 2013-01-20, 15:39:08:529, [wp_site:SCM Lab; wp_post:1; user:richter.loreen], 84.176.69.30, videos/6_standortplanung_standortentscheidungen.webm seek_end: 1848.89, Mozilla/5.0 (Windows NT 6.1, rv:17.0) Gecko/20100101 Firefox/17.0
1358692751317, 2013-01-20, 15:39:11:317, [wp_site:SCM Lab; wp_post:1; user:richter.loreen], 84.176.69.30, seek_start: 1849.97043   1849.76, Mozilla/5.0 (Windows NT 6.1, rv:17.0) Gecko/20100101 Firefox/17.0
1358692751431, 2013-01-20, 15:39:11:431, [wp_site:SCM Lab; wp_post:1; user:richter.loreen], 84.176.69.30, videos/6_standortplanung_standortentscheidungen.webm seek_end: 1880.61, Mozilla/5.0 (Windows NT 6.1, rv:17.0) Gecko/20100101 Firefox/17.0
1358692756758, 2013-01-20, 15:39:16:758, [wp_site:SCM Lab; wp_post:1; user:lukschova.veronika], 62.209.197.2, [add_annotation; content:mittlerer Plannunghorizont; time:540.1640625], Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11
1358692757601, 2013-01-20, 15:39:17:601, [wp_site:SCM Lab; wp_post:1; user:otavova.kristyna], 141.46.229.57, seek_start: 404.202358   403.95, Mozilla/5.0 (Windows NT 5.1, rv:16.0) Gecko/20100101 Firefox/16.0
1358692757687, 2013-01-20, 15:39:17:687, [wp_site:SCM Lab; wp_post:1; user:otavova.kristyna], 141.46.229.57, videos/4_netzwerktheorie_eulertourenHamiltongraphen.webm seek_end: 388.54, Mozilla/5.0 (Windows NT 5.1, rv:16.0) Gecko/20100101 Firefox/16.0
1358692765670, 2013-01-20, 15:39:25:670, [wp_site:SCM Lab; wp_post:1; user:svobodova.eva], 93.89.144.11, seek_start: 2317.165306   2317.17, Mozilla/5.0 (Windows NT 6.1, WOW64, rv:18.0) Gecko/20100101 Firefox/18.0
1358692765807, 2013-01-20, 15:39:25:807, [wp_site:SCM Lab; wp_post:1; user:svobodova.eva], 93.89.144.11, videos/8_scm_logistik.webm seek_end: 2287.04, Mozilla/5.0 (Windows NT 6.1, WOW64, rv:18.0) Gecko/20100101 Firefox/18.0
1358692766423, 2013-01-20, 15:39:26:423, [wp_site:SCM Lab; wp_post:1; user:svobodova.eva], 93.89.144.11, seek_start: 2317.900022   2317.7, Mozilla/5.0 (Windows NT 6.1, WOW64, rv:18.0) Gecko/20100101 Firefox/18.0
1358692766550, 2013-01-20, 15:39:26:550, [wp_site:SCM Lab; wp_post:1; user:svobodova.eva], 93.89.144.11, videos/8_scm_logistik.webm seek_end: 2287.04, Mozilla/5.0 (Windows NT 6.1, WOW64, rv:18.0) Gecko/20100101 Firefox/18.0
1358692766639, 2013-01-20, 15:39:26:639, [wp_site:SCM Lab; wp_post:1; user:svobodova.eva], 93.89.144.11, seek_start: 2318.133015   2287.04, Mozilla/5.0 (Windows NT 6.1, WOW64, rv:18.0) Gecko/20100101 Firefox/18.0
1358692766902, 2013-01-20, 15:39:26:902, [wp_site:SCM Lab; wp_post:1; user:svobodova.eva], 93.89.144.11, videos/8_scm_logistik.webm seek_end: 2287.04, Mozilla/5.0 (Windows NT 6.1, WOW64, rv:18.0) Gecko/20100101 Firefox/18.0
1358692767025, 2013-01-20, 15:39:27:25, [wp_site:SCM Lab; wp_post:1; user:svobodova.eva], 93.89.144.11, seek_start: 2318.500022   2318.5, Mozilla/5.0 (Windows NT 6.1, WOW64, rv:18.0) Gecko/20100101 Firefox/18.0
1358692767142, 2013-01-20, 15:39:27:142, [wp_site:SCM Lab; wp_post:1; user:svobodova.eva], 93.89.144.11, videos/8_scm_logistik.webm seek_end: 2287.04, Mozilla/5.0 (Windows NT 6.1, WOW64, rv:18.0) Gecko/20100101 Firefox/18.0
1358692766613, 2013-01-20, 15:39:26:613, [wp_site:SCM Lab; wp_post:1; user:halamova.lucie], 95.91.115.12, seek_start: 3528.829046   3528.83, Mozilla/5.0 (Windows NT 6.0, rv:18.0) Gecko/20100101 Firefox/18.0
1358692767217, 2013-01-20, 15:39:27:217, [wp_site:SCM Lab; wp_post:1; user:halamova.lucie], 95.91.115.12, videos/0_grundlagen.webm seek_end: 4552.02, Mozilla/5.0 (Windows NT 6.0, rv:18.0) Gecko/20100101 Firefox/18.0
1358692768645, 2013-01-20, 15:39:28:645, [wp_site:SCM Lab; wp_post:1; user:svobodova.eva], 93.89.144.11, seek_start: 2320.133015   2320.1, Mozilla/5.0 (Windows NT 6.1, WOW64, rv:18.0) Gecko/20100101 Firefox/18.0
1358692768806, 2013-01-20, 15:39:28:806, [wp_site:SCM Lab; wp_post:1; user:svobodova.eva], 93.89.144.11, videos/8_scm_logistik.webm seek_end: 2287.04, Mozilla/5.0 (Windows NT 6.1, WOW64, rv:18.0) Gecko/20100101 Firefox/18.0
1358692769085, 2013-01-20, 15:39:29:85, [wp_site:SCM Lab; wp_post:1; user:richter.loreen], 84.176.69.30, [add_annotation; content:Center-of-Gravity Method; time:1886.284512], Mozilla/5.0 (Windows NT 6.1, rv:17.0) Gecko/20100101 Firefox/17.0
1358692769789, 2013-01-20, 15:39:29:789, [wp_site:SCM Lab; wp_post:1; user:svobodova.eva], 93.89.144.11, seek_start: 2321.267029   2321.17, Mozilla/5.0 (Windows NT 6.1, WOW64, rv:18.0) Gecko/20100101 Firefox/18.0
1358692769958, 2013-01-20, 15:39:29:958, [wp_site:SCM Lab; wp_post:1; user:svobodova.eva], 93.89.144.11, videos/8_scm_logistik.webm seek_end: 2287.04, Mozilla/5.0 (Windows NT 6.1, WOW64, rv:18.0) Gecko/20100101 Firefox/18.0
1358692769163, 2013-01-20, 15:39:29:163, [wp_site:SCM Lab; wp_post:1; user:lukschova.veronika], 62.209.197.2, [open_popcorn], Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11
1358692771455, 2013-01-20, 15:39:31:455, [wp_site:SCM Lab; wp_post:1; user:svobodova.eva], 93.89.144.11, seek_start: 2322.933038   2322.77, Mozilla/5.0 (Windows NT 6.1, WOW64, rv:18.0) Gecko/20100101 Firefox/18.0
1358692771902, 2013-01-20, 15:39:31:902, [wp_site:SCM Lab; wp_post:1; user:vomelova.martina], 83.208.76.226, [add_annotation; content:Bedingung für Eulersche Graphen; time:252.844104], Mozilla/5.0 (Windows NT 6.1, rv:13.0) Gecko/20100101 Firefox/13.0.1
1358692772711, 2013-01-20, 15:39:32:711, [wp_site:SCM Lab; wp_post:1; user:svobodova.eva], 93.89.144.11, videos/8_scm_logistik.webm seek_end: 2283.04, Mozilla/5.0 (Windows NT 6.1, WOW64, rv:18.0) Gecko/20100101 Firefox/18.0
1358692773883, 2013-01-20, 15:39:33:883, [wp_site:SCM Lab; wp_post:1; user:svobodova.eva], 93.89.144.11, seek_start: 2325.367006   2325.17, Mozilla/5.0 (Windows NT 6.1, WOW64, rv:18.0) Gecko/20100101 Firefox/18.0
1358692773983, 2013-01-20, 15:39:33:983, [wp_site:SCM Lab; wp_post:1; user:svobodova.eva], 93.89.144.11, videos/8_scm_logistik.webm seek_end: 2296.85, Mozilla/5.0 (Windows NT 6.1, WOW64, rv:18.0) Gecko/20100101 Firefox/18.0
1358692789268, 2013-01-20, 15:39:49:268, [wp_site:SCM Lab; wp_post:1; user:richter.loreen], 84.176.69.30, seek_start: 1903.942063   1903.8, Mozilla/5.0 (Windows NT 6.1, rv:17.0) Gecko/20100101 Firefox/17.0
1358692789427, 2013-01-20, 15:39:49:427, [wp_site:SCM Lab; wp_post:1; user:richter.loreen], 84.176.69.30, videos/6_standortplanung_standortentscheidungen.webm seek_end: 1940.54, Mozilla/5.0 (Windows NT 6.1, rv:17.0) Gecko/20100101 Firefox/17.0
1358692796317, 2013-01-20, 15:39:56:317, [wp_site:SCM Lab; wp_post:1; user:richter.loreen], 84.176.69.30, seek_start: 1944.027233   1943.79, Mozilla/5.0 (Windows NT 6.1, rv:17.0) Gecko/20100101 Firefox/17.0
